,AAPL,AAPL,AAPL,AAPL,AAPL,ADBE,ADBE,ADBE,ADBE,ADBE,CRM,CRM,CRM,CRM,CRM,CSCO,CSCO,CSCO,CSCO,CSCO,FTEC,FTEC,FTEC,FTEC,FTEC,INTC,INTC,INTC,INTC,INTC,MA,MA,MA,MA,MA,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,PYPL,PYPL,PYPL,PYPL,PYPL,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-12 00:00:00-05:00,119.62,120.53,118.57,119.235,89318148.0,473.49,474.933,461.15,462.58,1627876.0,247.4,254.97,246.3607,249.43,9213234.0,38.98,39.39,38.395,38.7,21224466.0,96.25,96.66,94.9801,95.3289,283965.0,46.13,46.19,44.55,44.96,34720500.0,329.06,333.09,326.295,328.9,5261204.0,217.21,219.11,214.46,215.47,17289434.0,539.1569,550.64,532.64,538.5,8166159.0,193.95,194.9,188.43,189.09,5716107.0,211.43,212.54,207.14,208.22,11128097.0
2020-11-13 00:00:00-05:00,119.44,119.6717,117.87,119.49,65270429.0,467.45,470.46,459.0,470.385,2151409.0,252.84,253.79,247.56,248.89,5327278.0,41.2,41.52,40.56,41.44,38176086.0,95.99,96.28,95.22,95.8721,144767.0,44.99,45.57,44.99,45.5666,22877117.0,330.3,334.68,327.34,333.91,3153159.0,216.53,217.38,214.18,217.31,12459320.0,545.0911,546.7499,522.37,531.76,7254945.0,191.1069,191.7299,186.85,188.7358,4003454.0,209.91,210.42,207.3,209.79,7608772.0
2020-11-16 00:00:00-05:00,118.92,120.99,118.146,120.35,82097057.0,460.43,469.53,458.2501,460.94,2237115.0,249.52,253.49,248.18,250.18,9295313.0,41.74,42.59,41.35,42.55,31891323.0,96.21,97.21,95.82,96.5134,191271.0,46.04,46.75,45.79,46.195,30943417.0,341.8,342.65,333.17,335.58,6057040.0,214.87,217.74,214.52,217.39,19104246.0,526.9,545.98,526.2401,534.11,7312484.0,185.19,192.38,183.54,191.96,9178675.0,214.57,215.09,211.83,212.85,10903659.0
2020-11-17 00:00:00-05:00,119.55,120.6741,118.96,119.36,66758426.0,461.66,469.9099,460.0,467.81,2014001.0,253.74,258.27,250.463,256.16,8872611.0,41.92,42.345,41.62,41.89,20825623.0,96.78,97.26,96.241,96.79,222049.0,45.75,46.12,45.405,45.54,27850596.0,333.17,337.77,330.72,336.5,6146448.0,216.1,217.68,214.08,214.47,20050273.0,542.1,543.85,532.1549,536.89,7284221.0,192.13,194.63,190.63,192.3,5380428.0,210.56,212.09,209.5,210.71,10188988.0
2020-11-18 00:00:00-05:00,118.61,119.82,118.0,118.0,66333033.0,466.71,467.9,459.26,459.47,1797117.0,256.4,262.66,255.85,257.08,10179037.0,41.9,42.2386,41.255,41.3,19100091.0,96.74,97.07,95.8,95.8,324592.0,45.55,45.685,45.04,45.04,28626985.0,336.53,340.95,334.855,335.94,5687703.0,213.65,215.17,210.93,210.97,23800497.0,538.61,544.23,527.4,537.0,9548474.0,192.59,192.95,189.54,190.12,6961251.0,209.72,211.15,207.67,207.8,10024484.0
2020-11-19 00:00:00-05:00,117.59,119.06,116.81,118.64,67716820.0,460.0,471.04,459.26,466.22,2252938.0,256.84,267.09,255.66,264.59,13630129.0,41.0,41.37,40.77,41.17,20694806.0,95.63,96.9092,95.31,96.8516,235403.0,44.92,45.67,44.7,45.62,25572660.0,335.49,339.16,331.42,333.87,4452422.0,211.38,213.03,209.93,212.31,20398304.0,528.51,539.5,524.0,537.85,13466510.0,190.82,192.75,189.57,190.88,8652714.0,207.24,208.73,205.53,207.58,7517515.0
2020-11-20 00:00:00-05:00,118.64,118.77,117.29,117.32,66641286.0,465.16,470.0,462.36,463.03,1513491.0,263.59,265.02,257.82,258.03,12398644.0,41.05,41.39,40.92,40.97,17170200.0,96.8067,97.0565,96.01,96.01,226680.0,45.66,45.88,45.33,45.39,18598233.0,334.78,335.155,323.22,323.29,6843330.0,212.2,213.285,210.0,210.34,18107933.0,538.16,539.7799,522.6,523.51,8114541.0,192.47,194.73,190.96,192.62,10621737.0,207.13,208.11,203.805,203.88,11730306.0
2020-11-23 00:00:00-05:00,117.18,117.6202,113.75,113.88,118772957.0,464.6334,467.0,456.17,460.76,1688103.0,261.23,261.74,254.61,257.58,8487106.0,41.03,41.8,41.02,41.64,17544721.0,96.4,96.895,95.26,96.13,297069.0,45.48,46.21,45.45,46.04,23782505.0,326.21,333.2,324.37,332.37,5695316.0,210.95,212.29,208.16,210.09,19156083.0,526.8452,535.3,520.62,525.201,7893123.0,194.53,202.16,193.92,200.82,10519696.0,204.7,209.0,204.7,208.16,9291897.0
2020-11-24 00:00:00-05:00,113.91,115.85,112.59,115.17,103428825.0,461.41,464.49,456.6778,462.71,2269427.0,260.0,262.31,257.82,260.79,8973412.0,42.14,42.71,41.9,42.61,19696637.0,96.41,97.4198,95.7,97.27,285483.0,46.29,47.3,46.01,47.0,28898718.0,336.91,344.11,334.115,342.475,5767655.0,209.59,214.25,208.86,213.86,29057043.0,525.7,526.48,515.4,518.46,8070493.0,204.0,207.0791,198.86,206.0,13072036.0,210.85,213.82,209.4,209.68,17658560.0
2020-11-25 00:00:00-05:00,115.55,116.75,115.17,116.02,68910636.0,466.29,472.525,464.845,470.08,2152001.0,263.73,266.095,245.05,246.72,47947566.0,42.78,42.8,42.21,42.52,19296853.0,97.5,97.8985,97.25,97.64,198654.0,47.03,47.18,46.57,47.05,20897066.0,343.71,343.71,339.3409,341.31,4194433.0,215.11,215.29,212.46,213.75,17654795.0,521.3,530.7756,520.8,529.4,6124418.0,206.29,216.07,206.23,214.38,11779276.0,209.67,211.95,208.87,210.97,11882415.0
2020-11-27 00:00:00-05:00,116.57,117.49,116.22,116.6,43035501.0,476.9,482.405,474.86,477.03,1518907.0,251.0,251.84,247.03,247.86,13233354.0,42.855,42.98,42.64,42.68,9527044.0,98.19,98.671,98.1433,98.4,282788.0,47.36,48.1,47.36,47.45,14683056.0,342.83,342.88,337.61,339.41,2500747.0,214.85,216.27,214.04,215.29,11370505.0,535.0,536.3,526.8218,530.67,3876790.0,213.2,213.84,208.62,211.32,4806373.0,212.0,212.03,208.81,211.3,6491064.0
2020-11-30 00:00:00-05:00,116.97,120.97,116.81,119.06,131494491.0,480.0,480.86,469.2,478.595,1961264.0,245.48,247.63,236.07,246.24,15924214.0,42.44,43.05,42.41,43.02,20084335.0,98.46,99.0899,97.21,99.0499,294633.0,47.42,48.5,47.265,48.47,27754301.0,337.66,338.045,330.18,336.76,3042065.0,214.1,214.76,210.835,214.24,24831149.0,530.6,536.5,518.8941,536.49,6138546.0,212.51,215.83,207.09,214.2,8992681.0,209.54,210.54,206.6,210.54,4717465.0
2020-12-01 00:00:00-05:00,121.01,123.4693,120.01,122.7,115221944.0,482.01,482.01,471.6328,479.17,2143878.0,245.0,246.7,238.7,241.2985,13392949.0,43.01,44.07,43.01,43.52,21003859.0,99.81,100.45,99.19,99.98,300587.0,48.75,50.225,48.71,49.56,47250744.0,339.67,342.6299,337.62,338.77,2928530.0,214.51,217.32,213.35,216.21,25444010.0,539.69,541.15,529.13,535.6,6857005.0,217.15,220.57,214.3401,216.52,9148174.0,212.13,213.67,211.04,211.2,5830476.0
2020-12-02 00:00:00-05:00,122.02,123.37,120.89,123.08,75619249.0,475.67,481.32,470.12,481.26,1840846.0,225.48,226.0,215.63,220.67,49676090.0,43.39,43.96,43.35,43.89,15412803.0,99.47,99.88,98.6618,99.8,200157.0,49.22,50.06,49.18,49.91,27489195.0,336.78,340.24,334.0,340.07,2322501.0,214.88,215.47,212.8,215.42,17971949.0,534.02,546.9377,529.37,541.77,6652366.0,215.6,215.75,210.5,212.66,6414746.0,211.0,211.4,208.48,210.19,5869952.0
2020-12-03 00:00:00-05:00,123.52,123.78,122.21,122.94,67399458.0,482.21,492.81,481.5,484.65,2525622.0,226.11,226.11,220.1301,221.0361,20197389.0,43.78,44.14,43.595,44.12,20977365.0,99.9,100.5,99.6699,99.7303,253839.0,49.92,51.11,49.78,51.03,34445826.0,338.56,342.315,334.12,335.27,2254598.0,214.61,216.3757,213.65,214.27,19489315.0,543.5,546.4,533.16,536.12,4462087.0,213.33,216.93,213.11,214.68,6463339.0,209.78,211.113,207.61,208.01,4992902.0
2020-12-04 00:00:00-05:00,122.6,122.8608,121.52,122.24,65287653.0,485.67,491.3899,484.3601,485.91,2362054.0,223.82,228.5978,221.8212,225.56,19336828.0,43.89,44.51,43.89,44.39,13776402.0,100.11,100.93,99.89,100.906,155882.0,51.06,52.65,51.0,51.985,34868146.0,336.92,344.3548,335.8,344.35,1784340.0,214.22,215.38,213.18,214.4,19718805.0,537.94,542.3999,535.5476,542.39,4507534.0,214.88,218.553,213.01,217.77,5386812.0,209.74,212.72,208.51,212.72,5079210.0
2020-12-07 00:00:00-05:00,122.31,124.57,122.25,123.8,72463180.0,487.0,499.28,487.0,492.19,2756589.0,228.11,229.87,226.25,227.58,11894094.0,44.2868,44.49,43.91,44.36,11848327.0,101.0,101.4533,100.89,101.22,240018.0,51.0,51.29,49.56,50.22,40268481.0,343.36,347.99,340.05,341.04,1818508.0,214.37,215.54,212.99,214.32,17290027.0,544.05,549.25,540.0,544.43,4999374.0,217.39,219.32,216.31,217.9,3843471.0,211.97,214.5,211.7981,212.64,3997866.0
2020-12-08 00:00:00-05:00,124.37,124.98,123.09,124.33,69695298.0,492.29,496.04,486.2001,495.28,1821386.0,228.65,229.5,225.66,227.83,11667808.0,44.2055,44.525,43.93,44.37,11518341.0,101.21,101.98,100.855,101.7,173310.0,49.83,50.72,49.81,50.69,23811067.0,338.28,342.83,336.7,340.58,1841447.0,213.97,216.95,212.89,215.99,18248687.0,543.4,543.95,531.26,533.84,6249276.0,216.325,218.72,215.57,216.87,4571497.0,209.95,213.13,209.89,212.77,3490291.0
2020-12-09 00:00:00-05:00,124.53,125.95,121.0,121.67,99218318.0,496.03,497.0,479.26,482.79,2704674.0,228.05,228.84,220.0672,220.36,14227665.0,44.47,44.83,44.36,44.68,17616438.0,101.66,101.91,99.204,99.55,261495.0,50.28,50.8383,49.73,50.05,26795083.0,340.41,341.71,334.69,336.57,2241908.0,215.16,215.225,211.214,211.41,25270464.0,532.02,536.56,514.7295,517.23,8532768.0,217.0,218.94,209.25,210.55,6384153.0,213.23,213.5,208.95,209.29,4964575.0
2020-12-10 00:00:00-05:00,120.5,123.87,120.15,123.22,70011939.0,483.74,488.29,470.95,476.87,3407760.0,220.57,224.31,220.16,223.0,8591335.0,44.54,44.605,44.11,44.31,12878744.0,99.1,100.4,98.8457,100.025,235350.0,49.66,50.72,49.59,50.25,22271971.0,334.65,335.535,331.19,331.35,2574491.0,211.77,213.08,210.36,210.515,21350370.0,514.76,522.7499,513.975,518.72,4468802.0,208.36,216.23,206.65,215.34,5764141.0,208.51,209.3,207.25,207.5,5704097.0
2020-12-11 00:00:00-05:00,122.43,122.76,120.55,122.49,75289233.0,475.9752,478.89,468.82,476.11,2856546.0,221.92,222.74,219.98,222.43,7044116.0,43.94,44.33,43.72,44.33,12055795.0,99.49,99.86,98.72,99.86,196005.0,50.14,50.14,49.115,49.75,22819849.0,327.09,331.565,325.53,327.51,3663716.0,210.05,213.32,209.11,213.27,25404751.0,518.69,520.8,512.92,520.65,4709831.0,213.39,215.0,210.4203,214.14,3639176.0,205.36,206.89,204.5,206.31,5633026.0
2020-12-14 00:00:00-05:00,122.6,123.35,121.55,121.77,65119346.0,475.61,488.41,475.5,486.66,2933135.0,223.09,223.47,220.45,221.27,6998039.0,44.27,44.91,44.15,44.23,12729393.0,100.28,101.09,100.21,100.21,252940.0,49.82,51.34,49.74,50.45,23688110.0,329.0,338.75,327.59,331.24,2993378.0,213.1,216.21,212.88,214.19,22719582.0,523.515,535.55,523.1,532.35,6135970.0,215.95,223.16,215.0,220.79,8669456.0,207.85,211.3,206.97,207.2,4791783.0
2020-12-15 00:00:00-05:00,124.34,127.9,124.13,127.89,140585059.0,489.05,489.5,480.53,482.64,2039901.0,222.07,222.14,218.2,220.22,9536262.0,44.39,44.795,44.135,44.74,15018243.0,101.22,101.89,100.8,101.89,177698.0,50.98,51.01,50.21,50.67,20470564.0,333.16,335.217,327.62,333.66,2107052.0,215.165,215.42,212.24,214.16,20310863.0,537.59,538.56,527.47,534.49,4115931.0,221.93,222.31,217.12,221.71,5451517.0,208.54,209.44,206.16,208.5,3897019.0
2020-12-16 00:00:00-05:00,127.41,128.37,126.56,127.75,84637825.0,485.0,491.5,484.11,489.91,1576490.0,221.48,224.0,220.25,223.62,7848995.0,44.695,45.14,44.525,44.705,12994660.0,102.09,102.919,101.79,102.6,277999.0,50.71,51.46,50.68,51.12,21343711.0,333.96,334.0,329.25,332.22,2383730.0,214.75,220.11,214.72,219.19,28250581.0,536.8999,537.49,528.5,529.49,4857748.0,224.8,231.15,224.61,230.2,8809504.0,208.48,209.125,207.14,208.17,3846081.0
2020-12-17 00:00:00-05:00,128.9,129.58,128.045,128.65,76704353.0,493.0,496.99,490.63,495.46,1703097.0,224.9,226.73,224.5,225.83,8815876.0,44.91,44.93,44.6,44.84,10888990.0,103.42,103.7299,103.12,103.61,221339.0,51.15,51.32,50.22,50.6583,16764279.0,334.54,338.33,333.4,336.89,2182287.0,219.87,220.89,217.92,219.42,24306195.0,534.67,535.18,527.14,533.75,4795287.0,234.51,238.1,232.4,235.54,7003031.0,209.0,211.78,208.85,211.18,4441849.0
2020-12-18 00:00:00-05:00,128.96,129.1,126.12,126.65,109773113.0,497.61,504.07,493.57,502.88,2576736.0,227.02,227.82,224.4,227.48,9285632.0,44.9,45.57,44.77,45.44,20497603.0,103.64,103.74,102.6401,103.32,173174.0,50.57,50.68,47.11,47.46,61795761.0,336.51,341.6,334.35,339.41,3900426.0,218.59,219.69,216.02,218.15,31957813.0,535.16,536.2,522.82,530.61,6032989.0,236.66,237.17,232.28,236.45,7177135.0,211.02,211.98,209.87,211.38,7834146.0
2020-12-21 00:00:00-05:00,125.02,128.31,123.449,128.24,99115677.0,498.05,502.0,491.5,498.23,1672151.0,224.9,227.44,224.71,226.48,7688391.0,44.47,44.955,44.065,44.89,15250014.0,102.19,103.46,101.22,103.41,292732.0,46.32,46.45,45.24,46.39,48380218.0,333.21,336.15,327.24,334.43,3164204.0,217.55,224.0,217.2801,222.57,29644731.0,522.99,534.8,518.7,533.13,5977383.0,232.62,239.7514,232.2013,237.71,6274143.0,208.27,209.8,204.79,209.02,5823191.0
2020-12-22 00:00:00-05:00,131.61,134.405,129.65,131.845,156846263.0,498.36,506.92,495.83,504.17,1516966.0,227.0,231.87,226.6,231.17,9189130.0,44.44,45.07,44.44,44.7,12371589.0,104.14,104.86,103.66,104.5,211788.0,46.25,46.34,45.765,46.19,24791451.0,334.16,335.22,331.6,332.37,1981402.0,222.69,225.63,221.85,223.97,19271948.0,532.77,533.4899,522.1552,531.13,4049543.0,240.165,243.68,238.09,243.6,5316886.0,208.39,208.4,205.6,205.84,6120953.0
2020-12-23 00:00:00-05:00,132.16,132.43,130.78,130.96,76023894.0,505.13,505.46,496.59,496.91,1187955.0,232.5,233.18,227.11,227.51,6435778.0,44.65,44.8029,44.35,44.38,9736424.0,104.62,104.62,103.56,103.56,216069.0,46.165,47.03,46.07,46.57,19616296.0,334.13,335.21,329.03,329.06,2358770.0,223.11,223.5589,220.8,221.02,15366146.0,530.24,531.0,520.2,520.2,3814270.0,243.6,244.25,238.33,239.3,5345790.0,207.33,207.33,205.11,205.31,4539372.0
2020-12-24 00:00:00-05:00,131.32,133.46,131.1,131.99,51675667.0,499.16,503.01,497.28,499.67,533583.0,228.3,229.19,224.8252,225.96,5954946.0,44.45,44.59,44.23,44.54,4917976.0,103.8,104.4968,103.8,104.26,154441.0,46.6,47.09,46.34,47.07,10939666.0,330.65,336.37,330.35,336.03,1227674.0,221.42,223.61,221.2,222.71,9704782.0,521.49,525.3,517.55,519.71,2326566.0,240.36,242.12,238.09,238.64,2845854.0,206.64,208.816,206.6,208.76,3149377.0
2020-12-28 00:00:00-05:00,133.99,137.34,133.51,136.73,116008068.0,505.61,506.04,496.815,499.13,1297265.0,227.2216,227.84,222.05,224.65,5917052.0,44.93,45.34,44.72,44.92,10483616.0,105.28,105.2851,104.49,104.97,314133.0,47.19,47.635,46.86,47.08,18065004.0,337.86,345.59,336.87,344.58,2700005.0,224.45,226.03,223.02,224.96,15814383.0,522.5,522.5,510.527,516.22,4892280.0,243.5,243.5,235.25,235.75,6244567.0,209.85,213.46,208.95,212.62,5086970.0
2020-12-29 00:00:00-05:00,138.05,138.789,134.3409,134.93,114407189.0,501.165,505.35,499.74,502.48,1072891.0,224.97,225.3,220.86,222.47,5661602.0,44.97,45.245,44.53,44.66,9906437.0,105.57,105.6347,104.13,104.24,213811.0,47.22,50.6667,46.49,49.375,81948758.0,347.78,348.75,344.76,346.71,2524121.0,226.31,227.18,223.58,224.29,15518607.0,517.0,522.9,513.69,517.75,4078796.0,236.0,236.25,229.68,231.01,7817365.0,214.61,215.24,213.54,214.37,4765399.0
2020-12-30 00:00:00-05:00,135.58,135.99,133.4,133.72,87788124.0,503.05,504.37,496.3275,497.05,1344464.0,223.13,223.6416,221.58,222.44,4273540.0,44.74,45.06,44.44,44.47,9343180.0,104.68,104.93,104.25,104.41,206115.0,49.11,49.19,48.56,48.74,29512726.0,348.68,357.82,347.21,355.7,3836235.0,225.23,225.63,221.47,221.68,16214759.0,519.6124,528.55,515.87,525.45,5033633.0,232.19,233.84,230.02,231.43,5183663.0,216.0,220.39,215.65,218.35,8052098.0
2020-12-31 00:00:00-05:00,134.08,134.74,131.72,132.58,86901528.0,497.99,500.66,494.89,499.7,1043447.0,222.27,222.79,220.17,222.25,5271320.0,44.38,44.84,44.16,44.75,11829447.0,104.56,104.7,103.74,104.47,237646.0,48.75,50.19,48.72,49.82,25275498.0,355.03,359.41,353.25,356.3,2141641.0,221.7,223.0,219.68,222.37,15660731.0,525.46,526.045,516.6,522.12,4220631.0,232.0,234.69,229.69,234.31,3907538.0,218.4,219.82,216.2,218.53,4561638.0
2021-01-04 00:00:00-05:00,133.52,133.6116,126.76,129.41,123353442.0,500.3,500.79,476.28,485.02,2989648.0,222.64,223.75,215.72,220.44,8749615.0,44.31,44.37,43.35,43.99,18180757.0,105.06,105.06,101.35,102.86,674368.0,49.89,51.39,49.4016,49.67,33968418.0,358.0,358.125,347.361,351.87,4043683.0,222.53,223.0,214.81,217.81,27651582.0,524.17,546.0999,518.5,524.54,12699240.0,237.8,237.9969,227.5348,231.92,6781195.0,220.25,220.25,214.24,217.83,7164044.0
2021-01-05 00:00:00-05:00,128.89,131.74,128.43,130.95,85139362.0,485.88,486.08,479.195,485.69,1691802.0,219.49,223.0,217.99,221.52,7827773.0,43.68,44.07,43.38,43.97,14259536.0,102.71,103.74,102.65,103.62,761630.0,49.445,50.83,49.33,50.61,21217713.0,348.8,353.0,345.4371,347.59,2457336.0,217.26,218.52,215.7,218.01,18061458.0,523.99,537.74,523.48,536.24,6698409.0,230.47,235.64,229.8,234.84,3747047.0,216.31,218.46,213.64,214.54,5782628.0
2021-01-06 00:00:00-05:00,127.72,131.0499,126.382,126.58,142064548.0,474.0984,475.8666,466.0,466.13,3762598.0,218.0,220.46,215.78,216.21,8662047.0,44.13,44.87,43.89,44.4,16138097.0,102.05,103.8338,101.595,101.9563,446263.0,50.435,52.15,50.2,51.11,30582647.0,350.42,354.03,344.56,347.56,3318677.0,212.17,216.4899,211.94,212.22,29768110.0,528.9,529.8,503.44,504.96,13414494.0,228.94,232.49,225.7021,226.92,7834098.0,213.8,216.17,212.07,212.68,6096789.0
2021-01-07 00:00:00-05:00,128.36,131.63,127.86,130.85,95314687.0,471.0,479.64,468.25,477.74,2239984.0,217.03,220.66,216.5,217.86,7483739.0,44.2,45.105,44.1659,44.96,15553442.0,103.13,105.02,103.05,104.7657,371006.0,51.49,52.69,51.3,52.18,25059493.0,348.95,352.37,348.38,349.86,2476841.0,214.04,219.34,213.71,218.29,20366208.0,518.7,535.11,515.4601,533.81,10627619.0,229.46,235.6,229.22,235.04,6042808.0,212.2,215.22,212.2,213.69,5769597.0
2021-01-08 00:00:00-05:00,132.43,132.63,130.23,131.99,93211863.0,480.0,485.54,477.21,484.68,1866600.0,220.0,222.32,219.22,222.05,6594516.0,44.48,45.41,44.25,45.05,18097194.0,105.54,105.94,104.42,105.65,298529.0,52.45,52.53,51.27,51.64,28829806.0,351.36,354.98,349.49,353.62,2089848.0,218.68,220.58,217.0261,219.55,18248721.0,534.5,536.8399,521.68,531.16,6537313.0,237.43,242.91,236.0687,242.52,5998289.0,214.17,216.12,212.75,215.38,4868030.0
2021-01-11 00:00:00-05:00,129.19,130.17,128.5,128.98,84845947.0,481.99,482.59,471.3,474.23,1858056.0,219.63,220.58,216.23,218.17,5775100.0,45.15,45.95,45.02,45.35,20148738.0,104.51,105.42,104.18,104.7,253656.0,51.29,52.24,51.25,51.54,21669806.0,352.11,353.42,347.79,348.2,1859158.0,218.47,218.91,216.73,217.5,15604905.0,536.75,558.44,534.5,544.57,12005982.0,238.04,240.84,234.09,237.54,4162127.0,213.96,214.86,212.48,212.93,4188251.0
2021-01-12 00:00:00-05:00,128.5,129.69,126.86,128.8199,83381829.0,474.41,475.0,464.0,471.65,2661008.0,218.0,218.3,214.09,215.51,20320916.0,45.3,45.925,44.96,45.78,17730183.0,104.68,104.81,103.44,104.6,351173.0,51.9,53.85,51.56,53.23,35921903.0,347.08,348.0,336.03,342.91,8660701.0,216.5,217.1,213.3202,214.93,20628633.0,550.1,550.18,533.8,539.4,6628513.0,237.62,238.8,233.83,237.63,3677466.0,212.34,212.79,207.47,208.82,15320121.0
2021-01-13 00:00:00-05:00,128.76,131.45,128.49,130.89,77928722.0,472.0,477.85,469.3,472.05,1777472.0,217.0,218.9,215.53,218.19,12899663.0,45.29,45.965,45.18,45.36,16295267.0,104.57,105.41,104.3657,105.02,183095.0,59.5,60.25,56.9,56.94,101162864.0,349.61,349.7593,344.23,346.34,6920224.0,214.02,216.76,213.9266,216.41,16242982.0,539.5986,544.9999,535.4001,541.22,4712929.0,236.57,247.44,236.54,244.9,6419870.0,209.41,211.0,208.63,209.35,11087642.0
2021-01-14 00:00:00-05:00,130.8,131.0,128.76,128.92,78672922.0,472.41,473.55,462.2,463.35,2798603.0,218.23,219.5,215.55,215.59,6155525.0,44.87,45.6,44.85,45.15,19908911.0,105.3,105.67,104.27,104.41,266044.0,58.45,60.14,57.84,59.26,66717646.0,348.69,349.58,326.69,327.16,7177721.0,215.91,217.46,212.74,213.02,22710694.0,543.0,543.99,527.22,527.83,6435675.0,246.87,249.85,241.54,242.01,5757075.0,210.57,211.21,201.73,201.91,10866007.0
2021-01-15 00:00:00-05:00,128.78,130.2242,127.0,127.07,97478662.0,462.5,467.88,457.49,458.07,2792120.0,216.17,217.87,212.985,213.15,8022191.0,44.96,45.65,44.88,45.42,21723639.0,104.3,104.748,103.071,103.24,249981.0,58.85,59.65,57.5,57.59,42970707.0,327.54,329.69,321.88,323.2408,7310597.0,213.52,214.51,212.03,212.58,24935913.0,529.12,533.01,513.94,514.38,6260635.0,242.25,244.5632,235.0341,239.79,6600442.0,201.54,203.26,200.425,201.53,7692832.0
2021-01-19 00:00:00-05:00,127.78,128.71,126.938,127.82,77372754.0,461.17,461.5899,453.34,456.44,3975520.0,215.35,217.28,213.7,216.885,7251312.0,45.33,45.63,44.77,45.2,17581857.0,104.15,104.77,103.6901,104.6,386829.0,57.94,58.34,57.1,58.0,25801834.0,326.99,329.13,324.66,326.11,3649107.0,213.75,216.98,212.63,216.44,21271315.0,520.65,523.7593,513.76,521.01,4630213.0,243.3,248.74,241.0,247.24,5690793.0,203.05,204.165,200.07,201.6,8610151.0
2021-01-20 00:00:00-05:00,128.66,132.49,128.55,131.97,90745056.0,462.73,472.385,458.77,469.71,3449740.0,221.99,224.64,219.97,223.446,9165957.0,45.33,45.5,45.14,45.29,12970713.0,105.3,106.8316,105.3,106.51,391444.0,58.24,59.22,58.09,58.65,24054200.0,329.99,337.93,329.13,334.88,4364059.0,217.7,225.79,217.2908,224.18,32897784.0,524.47,537.22,522.27,534.52,5808181.0,248.85,249.65,244.14,244.19,5068278.0,203.03,207.19,202.23,205.97,9406642.0
2021-01-21 00:00:00-05:00,133.8,139.67,133.59,136.87,107349916.0,470.26,474.69,466.1,472.29,2448576.0,223.69,224.74,220.82,222.19,5831868.0,45.2,45.235,44.72,45.11,13256127.0,107.25,108.05,106.5901,107.68,279475.0,59.038,63.95,58.2233,62.47,74145513.0,334.41,336.86,331.75,334.4,3241418.0,224.7,226.3,222.42,224.9,24356192.0,536.7442,559.9743,530.1201,554.7,7912538.0,246.67,250.37,243.58,248.64,8671933.0,206.05,207.1727,204.75,205.21,5835566.0
2021-01-22 00:00:00-05:00,136.28,139.85,135.02,138.9699,104455613.0,472.5,476.35,470.61,472.47,2241631.0,224.9,227.79,223.75,225.68,9072067.0,44.75,44.885,44.23,44.77,10835462.0,107.3,107.84,107.11,107.5,205356.0,58.85,59.62,56.65,56.65,79195657.0,330.39,335.15,328.91,328.91,3303497.0,227.08,230.07,225.8,225.84,25777676.0,549.6035,553.6693,545.09,548.5,5664833.0,246.65,254.39,246.2,252.21,7103094.0,203.99,205.33,201.8,201.82,6319708.0
2021-01-25 00:00:00-05:00,143.07,145.09,136.54,142.9,142335837.0,474.51,477.7,463.98,473.43,2430983.0,229.69,230.3,221.32,225.92,7674201.0,45.04,45.17,44.71,45.05,13665264.0,108.87,109.1568,105.62,108.1684,292179.0,56.38,56.5,54.06,55.45,58117462.0,327.51,329.95,317.2301,329.32,5862001.0,229.12,229.78,224.22,229.52,28689887.0,551.27,553.14,529.4592,546.39,5801720.0,253.8,254.39,242.22,247.75,7431131.0,200.34,201.64,195.75,200.97,13763859.0
2021-01-26 00:00:00-05:00,143.6,144.3,141.37,143.185,85816874.0,473.73,477.22,467.76,476.445,2066329.0,227.8,227.91,224.54,226.27,4606128.0,44.885,45.35,44.77,45.26,10746199.0,108.44,108.6816,107.68,107.89,230531.0,55.275,56.2,54.85,55.22,28389145.0,330.0,330.54,325.82,327.48,3309900.0,231.86,234.18,230.08,232.5831,36339224.0,543.2176,545.79,535.5,537.41,3664562.0,246.9,248.76,240.03,241.06,7109204.0,201.76,203.49,200.9701,201.96,8263676.0
2021-01-27 00:00:00-05:00,143.43,144.3,140.41,142.53,110342303.0,470.99,473.67,455.07,460.12,3083867.0,223.7,227.81,221.58,225.02,6941719.0,45.24,46.46,45.08,45.7,25890955.0,107.09,107.51,104.74,105.74,453373.0,54.61,54.8481,53.3,53.58,38709611.0,320.36,323.0,313.12,316.61,6828647.0,238.0,240.44,230.14,233.09,62401253.0,529.2,529.31,511.75,517.05,8394453.0,234.7,235.4,225.0,229.93,10692924.0,197.64,199.7,193.96,195.3,11679130.0
2021-01-28 00:00:00-05:00,139.52,141.99,136.7,137.04,127192871.0,459.07,475.02,459.07,465.21,2642007.0,225.0,229.6,225.0,226.36,6624971.0,45.9137,46.27,45.3,45.32,18208584.0,106.09,107.816,105.83,106.3,280375.0,54.79,57.4,54.7,56.07,45389138.0,327.09,329.0,321.975,324.42,6336845.0,235.61,242.64,235.09,238.93,41216251.0,519.85,533.59,518.42,521.93,5081366.0,235.0,241.555,232.21,237.81,7141701.0,200.0,202.0,198.17,198.5,9960089.0
